,EUR,JPY,GBP,AUD,CHF,CAD,KRW,MXN,INR,BRL,EGP,MUR,KES,NGN,ZAR
02/07/2004,1.23255,108.285,1.83085,1.40182,1.23265,1.32365,1152,11.448,45.7,3.0385,6.22,28.20999,79.45,133.3,6.145
05/07/2004,1.22915,109.095,1.82995,1.40463,1.2362,1.32595,1152.75,11.45,45.79999,3.023,6.195,28.25,79.60999,133.45,6.18
06/07/2004,1.22885,109.445,1.84105,1.39793,1.237,1.32805,1155.5,11.4805,45.98999,3.052,6.2225,28.14999,79.79999,134.75,6.2426
07/07/2004,1.2374,108.665,1.85665,1.38431,1.2267,1.32145,1151.5,11.4975,45.825,3.035,6.204,28.34999,79.84999,135.95,6.125
08/07/2004,1.23895,108.94,1.8499,1.38461,1.22525,1.31715,1150.5,11.5365,45.715,3.06,6.2362,28.25,79.79999,135.75,6.053
09/07/2004,1.2415,108.205,1.85955,1.38455,1.2229,1.31825,1149.45,11.49,45.61499,3.0425,6.2362,28.23999,79.7,134.55,6.083
12/07/2004,1.2413,108.225,1.86185,1.37297,1.2249,1.31825,1147.45,11.5035,45.67499,3.035,6.39535,28.29999,79.7,134.25,6.0451
13/07/2004,1.2333,108.615,1.85695,1.38295,1.2355,1.31905,1149.45,11.475,45.81999,3.041,6.215,28.28,79.67499,134.25,6.1
14/07/2004,1.2384,109.175,1.85655,1.37996,1.2293,1.32255,1152.45,11.4515,45.90999,3.026,6.2085,28.25,80,134.25,6.0628
15/07/2004,1.2357,109.775,1.8535,1.38399,1.2364,1.32355,1164,11.49,46.04999,3.02,6.18995,28.23,80,134.25,6.1026
16/07/2004,1.2453,108.73,1.87255,1.36649,1.226,1.31065,1164.45,11.412,45.79999,3,6.18995,28.23,80.04999,134,5.9561
19/07/2004,1.24435,108.265,1.86815,1.36545,1.2288,1.30725,1157.45,11.372,46.075,2.995,6.205,28.25,80.09999,133.625,5.9026
20/07/2004,1.2329,108.625,1.85215,1.36791,1.24425,1.31365,1160.45,11.414,46.075,3.006,6.22495,28.18999,80,133.625,5.965
21/07/2004,1.227,109.78,1.8422,1.40135,1.24925,1.32155,1163.45,11.471,46.09999,3.03,6.21,28.25,80.29999,132.625,6.085
22/07/2004,1.2252,109.775,1.84435,1.39875,1.2478,1.31765,1162.45,11.43,46.23499,3.041,6.22495,28.23,80.45,133.35,6.0526
23/07/2004,1.2094,110.175,1.83265,1.40707,1.2675,1.32165,1167.45,11.449,46.28999,3.056,6.22495,28.21999,80.45,132.75,6.205
26/07/2004,1.21465,109.975,1.84135,1.40967,1.2645,1.33165,1161.5,11.477,46.25499,3.075,6.21,28.34999,80.54999,133.4,6.235
27/07/2004,1.20555,110.915,1.82165,1.43128,1.2752,1.33275,1164.5,11.483,46.19499,3.064,6.21,28.29999,80.5,132.5,6.319
28/07/2004,1.2055,111.675,1.82505,1.43254,1.2759,1.32935,1167.5,11.428,46.23999,3.06,6.2025,28.28999,80.45,132.5,6.2605
29/07/2004,1.20375,112.075,1.81625,1.43279,1.2807,1.32585,1168.5,11.4195,46.38499,3.04,6.2115,28.28999,80.34999,132.5,6.256
30/07/2004,1.202,111.46,1.82005,1.42507,1.2817,1.33175,1166.5,11.395,46.375,3.0375,6.2115,28.29999,80.35999,132.5,6.265
02/08/2004,1.2023,110.765,1.82545,1.42038,1.27925,1.33255,1164.5,11.397,46.27499,3.0465,6.205,28.34999,80.25,132.5,6.325
03/08/2004,1.20515,110.675,1.8252,1.4163,1.2787,1.31755,1165.1,11.415,46.36499,3.05,6.21,28.42999,80.29999,132.5,6.26
04/08/2004,1.20525,111.065,1.82505,1.4192,1.2763,1.31625,1165.5,11.4505,46.34499,3.05375,6.22495,28.45,80.29999,133.35,6.2451
05/08/2004,1.20595,111.775,1.8234,1.42072,1.2749,1.31875,1163.5,11.4345,46.32999,3.07125,6.185,28.25,80.2,132.25,6.265
06/08/2004,1.22785,110.575,1.84045,1.39959,1.25095,1.31255,1157.5,11.397,46.28,3.033,6.185,28.34,80.34499,132.25,6.1088
09/08/2004,1.22715,110.68,1.8412,1.39596,1.254,1.31835,1156.5,11.4045,46.34999,3.041,6.215,28.34999,80.34999,132.25,6.0906
10/08/2004,1.2226,111.375,1.82675,1.39694,1.26285,1.32095,1155.5,11.433,46.325,3.0338,6.21,28.34,80.25,132.375,6.19
11/08/2004,1.22275,110.595,1.83105,1.40027,1.2602,1.32475,1155.5,11.417,46.28999,3.0345,6.18995,28.34999,80.54999,132.375,6.2151
12/08/2004,1.225,110.81,1.82245,1.4011,1.25575,1.33125,1157.5,11.422,46.185,3.035,6.23,28.34999,80.79999,132.375,6.425
13/08/2004,1.2376,110.715,1.84615,1.39541,1.23795,1.30855,1156,11.362,46.21999,3.021,6.23,28.34,80.95,131.875,6.4773
16/08/2004,1.23605,110.475,1.83995,1.39096,1.24085,1.30655,1159.5,11.38,46.33499,3.007,6.22495,28.5,81.29999,132.375,6.588
17/08/2004,1.23565,109.86,1.8282,1.3987,1.24355,1.30675,1163.25,11.331,46.29999,2.9995,6.22495,28.29999,81,132.75,6.505
18/08/2004,1.2339,109.375,1.8225,1.39703,1.24485,1.30465,1158.45,11.3625,46.29999,2.98,6.19,28.125,80.89499,132.8,6.505
19/08/2004,1.2367,109.405,1.8312,1.37992,1.24275,1.29675,1156.45,11.352,46.25,2.9865,6.225,28.45,80.84999,131.75,6.6055
20/08/2004,1.2312,109.135,1.8198,1.38176,1.2511,1.29775,1154.45,11.325,46.22499,2.9665,6.225,28.34,81.29999,132.25,6.575
23/08/2004,1.2134,109.855,1.8071,1.39486,1.2703,1.30745,1153.45,11.395,46.2,2.9671,6.235,28.22499,81.34999,132.25,6.675
24/08/2004,1.2083,109.64,1.79275,1.4208,1.2725,1.3069,1154.05,11.372,46.27499,2.9555,6.214,28.27499,82.39999,132.85,6.725
25/08/2004,1.2083,110.12,1.796,1.41791,1.2736,1.30475,1156.05,11.367,46.29999,2.951,6.225,28.40999,82.5,133.05,6.675
26/08/2004,1.21055,109.645,1.79755,1.42284,1.27245,1.30775,1153.5,11.362,46.31999,2.9555,6.2,28.39999,81.14999,131.75,6.595
27/08/2004,1.2008,109.595,1.79125,1.42165,1.2828,1.31225,1151.5,11.385,46.30499,2.9525,6.2,28.42999,80.89999,132.25,6.705
30/08/2004,1.20575,109.835,1.7962,1.42888,1.27905,1.317,1152.35,11.407,46.34499,2.943,6.215,28.48,80.02499,133.2,6.7051
31/08/2004,1.21875,109.135,1.80235,1.41481,1.2664,1.3125,1151.85,11.392,46.31499,2.927,6.2325,28.29999,79.84999,132.25,6.645
01/09/2004,1.2198,109.435,1.79345,1.42024,1.25945,1.30725,1148.5,11.442,46.28999,2.931,6.23495,28.29999,79.7,132.5,6.6176
02/09/2004,1.2177,109.505,1.7891,1.43784,1.26125,1.2999,1150.5,11.5145,46.30499,2.939,6.195,28.5,80.04999,131.75,6.565
03/09/2004,1.20515,110.435,1.77565,1.45003,1.2718,1.30005,1150.15,11.498,46.28499,2.9265,6.195,28.45,80.27499,132.25,6.665
06/09/2004,1.206,110.14,1.77985,1.44432,1.271,1.29815,1152.85,11.528,46.28,2.909,6.2325,28.50999,80.25,133.65,6.6326
07/09/2004,1.21065,109.405,1.7738,1.44038,1.26735,1.28795,1150.75,11.5921,46.31499,2.9,6.215,28.48,80.75,133,6.6273
08/09/2004,1.2184,109.38,1.78625,1.43529,1.26,1.29025,1148.5,11.5818,46.29999,2.9,6.23995,28.48,80.95,133.25,6.6385
09/09/2004,1.22295,109.58,1.78815,1.45776,1.25975,1.28715,1145.5,11.572,46.28499,2.9005,6.23495,28.50999,80.7,133,6.6626
10/09/2004,1.2262,109.605,1.79795,1.434,1.2588,1.29115,1145.9,11.567,46.21999,2.9035,6.23495,28.50999,80.84999,133,6.555
13/09/2004,1.22575,110.055,1.7969,1.4354,1.2602,1.30155,1145.05,11.5635,46.14499,2.9095,6.23495,28.50999,80.79999,132.5,6.5538
14/09/2004,1.22485,109.645,1.7957,1.42241,1.26035,1.29385,1144.5,11.567,45.77499,2.9075,6.24495,28.50999,81.29999,133,6.4963
15/09/2004,1.2151,110.005,1.7768,1.43968,1.27165,1.29675,1145.5,11.522,45.81,2.903,6.2325,28.50999,81.09999,132.95,6.5761
16/09/2004,1.2186,109.615,1.7928,1.43297,1.2687,1.2901,1145.8,11.502,45.80499,2.886,6.2175,28.5,80.625,132.5,6.56
17/09/2004,1.21995,109.6,1.79265,1.43386,1.2692,1.2978,1146.5,11.457,45.84499,2.868,6.2175,28.5,80.09999,132.5,6.5576
20/09/2004,1.2178,109.875,1.78705,1.42596,1.27135,1.29375,1146.3,11.4595,45.83499,2.8745,6.2365,28.53,81.04999,132.5,6.4888
21/09/2004,1.2331,109.735,1.79695,1.42554,1.2541,1.2867,1145.5,11.408,45.78499,2.8655,6.23995,28.5,81.2,133.95,6.445
22/09/2004,1.22675,110.575,1.79375,1.41472,1.25975,1.2827,1148.8,11.425,45.82999,2.8835,6.225,28.47499,81.25,132,6.4976
23/09/2004,1.22685,110.82,1.79685,1.39948,1.2607,1.2798,1147.65,11.4075,45.84499,2.881,6.22,28.54999,80.95,134,6.4188
24/09/2004,1.2278,110.805,1.80465,1.40109,1.2609,1.27355,1148.5,11.4185,45.82999,2.8705,6.22,28.52499,80.79999,133.25,6.4251
27/09/2004,1.2303,111.255,1.8098,1.40093,1.26035,1.27175,1149.5,11.4335,45.905,2.873,6.24,28.54999,81.14999,133.1,6.405
28/09/2004,1.2326,111.375,1.8134,1.39512,1.25925,1.27205,1156,11.4271,46.045,2.8645,6.25125,28.52499,81.325,132.75,6.4126
29/09/2004,1.23325,110.885,1.79965,1.39906,1.26,1.27015,1153.5,11.4205,45.965,2.8535,6.2425,28.52499,81.09999,132.25,6.4401
30/09/2004,1.2432,110.025,1.81185,1.37522,1.2459,1.26205,1151.5,11.38,45.92499,2.8595,6.235,28.52499,81.04999,132.25,6.4516
01/10/2004,1.24145,110.535,1.79915,1.37978,1.2503,1.2605,1148.5,11.3345,45.855,2.836,6.235,28.52499,81.075,132.25,6.4751
04/10/2004,1.22935,110.895,1.78475,1.3875,1.26435,1.27175,1149.5,11.307,45.78999,2.825,6.24025,28.56999,80.95,132.75,6.4598
05/10/2004,1.2312,111.195,1.78215,1.38036,1.26175,1.2607,1148.5,11.276,45.82999,2.824,6.2425,28.52499,80.89999,134.25,6.4996
06/10/2004,1.2288,111.285,1.78045,1.38188,1.26445,1.2592,1152.5,11.294,45.83499,2.8405,6.2425,28.52499,81.09999,132.75,6.5215
07/10/2004,1.22845,111.215,1.7824,1.37391,1.26415,1.2604,1150.5,11.265,45.84499,2.85,6.235,28.5,81.14999,132.75,6.6075
08/10/2004,1.2407,109.525,1.79465,1.36164,1.2508,1.25155,1148.5,11.262,45.77499,2.8325,6.235,28.54999,81.09999,132.25,6.531
11/10/2004,1.2383,109.285,1.79775,1.36517,1.25105,1.25475,1146.1,11.23325,45.78,2.819,6.24025,28.53999,81.04999,133.7,6.552
12/10/2004,1.2321,109.565,1.79135,1.36844,1.25635,1.25615,1146.5,11.258,45.84,2.8235,6.2375,28.5,81.29999,132.25,6.5833
13/10/2004,1.2346,109.805,1.7937,1.38213,1.2518,1.25625,1148.5,11.272,45.81499,2.8425,6.23875,28.5,81.325,132.75,6.556
14/10/2004,1.23805,109.67,1.797,1.36825,1.24445,1.2569,1144.5,11.408,45.795,2.874,6.24625,28.53999,81.2,132.25,6.51875
15/10/2004,1.24655,109.355,1.80425,1.36904,1.235,1.25355,1145.5,11.434,45.795,2.8565,6.24625,28.5,81.29999,132.25,6.4286
18/10/2004,1.24955,109.26,1.7985,1.37825,1.2318,1.25675,1141.5,11.4585,45.81499,2.8585,6.195,28.5,81.29999,132.25,6.365
19/10/2004,1.25185,108.305,1.8044,1.37251,1.22955,1.25925,1140.5,11.438,45.77499,2.8785,6.2425,28.52499,81.34999,132.75,6.2958
20/10/2004,1.25865,108.3,1.8163,1.36027,1.22195,1.2462,1141.5,11.484,45.77499,2.872,6.2465,28.52499,81.34,133.97,6.315
21/10/2004,1.2618,107.47,1.82745,1.35244,1.2174,1.24295,1140.5,11.449,45.715,2.858,6.25475,28.52499,81.34999,132.75,6.24725
22/10/2004,1.26865,107.205,1.82645,1.35419,1.21,1.23435,1138.5,11.504,45.715,2.871,6.25475,28.5,81.17499,132.75,6.1351
25/10/2004,1.28065,106.635,1.8421,1.33745,1.19645,1.22105,1133.5,11.536,45.59999,2.884,6.24375,28.51999,81.34999,133.75,6.2151
26/10/2004,1.2755,106.84,1.83395,1.3426,1.20225,1.22545,1131.5,11.5045,45.64,2.8635,6.24375,28.5,81.42999,132.75,6.255
27/10/2004,1.27085,106.395,1.82765,1.34301,1.207,1.22565,1127,11.528,45.59499,2.8575,6.215,28.59999,81.29999,133.98,6.165
28/10/2004,1.27455,106.255,1.82985,1.33814,1.20015,1.22195,1125,11.525,45.43999,2.8625,6.23,28.5,81.25,133.9,6.09625
29/10/2004,1.2785,105.79,1.83795,1.33997,1.1948,1.21805,1119.5,11.53625,45.33499,2.85925,6.23,28.46999,81.25,132.25,6.1161
01/11/2004,1.27515,106.445,1.8339,1.34025,1.2022,1.22335,1120.5,11.52375,45.375,2.8535,6.2525,28.5,81.2,132.5,6.1
02/11/2004,1.2727,106.15,1.83965,1.3426,1.20465,1.22475,1112.75,11.447,45.465,2.853,6.215,28.52499,81.2,133.95,6.105
03/11/2004,1.28195,106.275,1.84835,1.32558,1.1939,1.2089,1113.5,11.442,45.295,2.8285,6.24,28.5,81.25,133,6.0775
04/11/2004,1.2869,106.03,1.84415,1.32007,1.1874,1.20725,1111.5,11.4205,45.105,2.8175,6.215,28.5,81,132.5,6.0921
05/11/2004,1.29675,105.61,1.85585,1.31381,1.1777,1.1979,1108.5,11.382,45.03499,2.8195,6.215,28.50999,81.04999,133,6.09275
08/11/2004,1.29195,105.51,1.85585,1.32092,1.1818,1.19385,1107.5,11.42775,45.10999,2.837,6.2495,28.45999,81.14999,133,6.195
09/11/2004,1.2894,105.755,1.857,1.31466,1.18355,1.2001,1102.5,11.448,45.11499,2.8285,6.22995,28.39999,81.14999,132.5,6.195
10/11/2004,1.28895,107.14,1.84585,1.31804,1.1817,1.19425,1112.5,11.41325,45.105,2.8265,6.195,28.45,81.075,132.5,6.205
11/11/2004,1.2906,106.605,1.84205,1.30808,1.1778,1.19595,1111.5,11.4185,45.14999,2.819,6.195,28.45,81.2,132.95,6.1931
12/11/2004,1.29765,105.565,1.85665,1.30089,1.1717,1.1924,1100.5,11.35775,45.06,2.7905,6.195,28.34999,81.2,133.1,6.11175
15/11/2004,1.29475,105.275,1.84665,1.29469,1.1788,1.20075,1096,11.377,45.045,2.7925,6.195,28.34999,81.04999,133,6.045
16/11/2004,1.2957,105.365,1.8528,1.29312,1.1763,1.19605,1091.5,11.367,45.00499,2.787,6.2525,28.34999,81.2,132.5,6.05125
17/11/2004,1.3039,104.025,1.8602,1.2774,1.162,1.19515,1080.5,11.3045,45,2.7595,6.24475,28.39999,81.25,132.5,5.9676
18/11/2004,1.2956,104.245,1.85,1.28563,1.1711,1.20625,1069.5,11.344,45.015,2.777,6.215,28.42999,81.29999,132.5,6.0325
19/11/2004,1.302,103.085,1.8573,1.27603,1.16205,1.19325,1068.5,11.389,45.04999,2.7845,6.215,28.29999,81.34999,132.25,5.9925
22/11/2004,1.3043,103.225,1.8599,1.27674,1.1631,1.1865,1063.5,11.368,44.92,2.755,6.24475,28.45,81.29999,133.5,6.005
23/11/2004,1.3082,103.33,1.8676,1.27056,1.1586,1.1847,1064.5,11.337,45.015,2.745,6.24475,28.39999,81.2,133.5,5.97525
24/11/2004,1.3177,102.81,1.88005,1.27091,1.14565,1.18015,1065.5,11.283,45.00499,2.7545,6.24475,28.42999,81.2,132.85,5.935
25/11/2004,1.32465,102.575,1.8891,1.2621,1.1409,1.1779,1057.2,11.263,45.01999,2.744,6.24,28.43999,81.25,132.9,5.9075
26/11/2004,1.32925,102.555,1.89445,1.26626,1.1392,1.1754,1047.5,11.26,44.94499,2.737,6.24,28.42999,81.25,132.35,5.825
29/11/2004,1.32715,102.855,1.89315,1.27376,1.14255,1.1865,1047.1,11.259,44.67,2.748,6.23,28.375,81.25,132.65,5.78875
30/11/2004,1.32925,102.91,1.91085,1.29646,1.13985,1.18555,1048.5,11.22,44.5,2.72,6.225,28.39,81.25,132.55,5.81075
01/12/2004,1.33285,102.65,1.93275,1.28677,1.14055,1.1834,1045.5,11.13625,44.21999,2.70925,6.2425,28.34999,81.21999,132.5,5.775
02/12/2004,1.32705,103.21,1.9246,1.28977,1.15105,1.19325,1041.5,11.172,44.09499,2.733,6.24,28.31999,81.25,132.55,5.83375
03/12/2004,1.34555,102.08,1.9435,1.28296,1.1307,1.1907,1043,11.1015,44.06,2.7085,6.24,28.31999,81.2,132.5,5.7051
06/12/2004,1.3401,103.225,1.9388,1.28861,1.14165,1.20075,1037.5,11.12,43.47499,2.719,6.2425,28.26999,81.26999,132.7,5.7555
07/12/2004,1.3426,102.88,1.94545,1.29042,1.1403,1.20805,1041.5,11.20655,43.65999,2.748,6.235,28.25999,81.29999,131.7,5.7875
08/12/2004,1.3338,104.06,1.9335,1.32302,1.14925,1.21445,1058.5,11.25,43.84499,2.7565,6.23,28.25,81.2,131.6,5.855
09/12/2004,1.33195,104.585,1.9273,1.32952,1.14955,1.22195,1055.5,11.263,44.125,2.7799,6.225,28.27499,81.14999,132,5.805
10/12/2004,1.3225,105.155,1.9152,1.33197,1.1613,1.22545,1067.5,11.345,44.575,2.775,6.225,28.2,81.12,133,5.80375
13/12/2004,1.3311,104.84,1.9254,1.31762,1.15355,1.22765,1058.5,11.2633,44.17499,2.757,6.225,28.29999,81.14999,132.5,5.7366
14/12/2004,1.3303,105.535,1.92835,1.32427,1.15425,1.2356,1058.5,11.2575,43.995,2.7655,6.21,28.2,80.34999,132,5.725
15/12/2004,1.3385,104.365,1.9419,1.31,1.1432,1.22545,1061.5,11.181,43.76999,2.7255,6.22,28.2,79.79999,131.75,5.7326
16/12/2004,1.3244,104.755,1.93115,1.32336,1.1578,1.23335,1057.5,11.258,43.79999,2.742,6.22,28.2,79.5,132.25,5.775
17/12/2004,1.3309,104.175,1.942,1.31247,1.15685,1.22705,1060.5,11.22175,43.81,2.712,6.2225,28.22499,79.59999,131.75,5.7725
20/12/2004,1.3394,104.065,1.946,1.30953,1.1486,1.22895,1056.5,11.16475,43.88499,2.6775,6.24425,28.25,79.5,131.75,5.71375
21/12/2004,1.33705,104.35,1.92835,1.30676,1.1531,1.2307,1055.5,11.1775,43.745,2.6995,6.23375,28.22499,79.09999,131.875,5.6638
22/12/2004,1.33875,104.215,1.91385,1.30828,1.15295,1.242,1053.5,11.14975,43.82999,2.7055,6.235,28.22499,78.95,131.875,5.623
23/12/2004,1.3511,103.585,1.92395,1.30488,1.1439,1.2312,1050.5,11.14775,43.64499,2.7015,6.215,28.25,78.59999,131.875,5.638
24/12/2004,1.35315,103.685,1.92415,1.30073,1.143,1.22975,1047.95,11.127,43.64999,2.691,6.215,28.21999,78.39999,133.35,5.6676
27/12/2004,1.3616,102.995,1.9366,1.28426,1.13555,1.21875,1046.5,11.1645,43.795,2.6875,6.22,28.20999,78.39999,133.35,5.6138
28/12/2004,1.36115,103.065,1.9277,1.28192,1.1341,1.21725,1042.5,11.2375,43.69499,2.6955,6.23,28.2,76.54999,133.15,5.629
29/12/2004,1.36045,103.785,1.91745,1.29558,1.13395,1.21025,1041.5,11.251,43.69499,2.669,6.14,28.25,76.5,131.875,5.65875
30/12/2004,1.36385,103.125,1.92655,1.28426,1.1322,1.20465,1041.5,11.167,43.69499,2.6555,6.0875,28.25,77.45,132.1,5.6475
31/12/2004,1.35585,102.465,1.91855,1.27931,1.13825,1.20295,1035.2,11.135,43.25,2.656,6.07,28.25,78.54999,132,5.6651
03/01/2005,1.3463,102.72,1.90435,1.28435,1.14815,1.2078,1037.5,11.22825,43.39999,2.6759,6,28.29999,78.5,132.1,5.658
04/01/2005,1.3272,104.61,1.8822,1.30104,1.16855,1.22245,1038.5,11.39,43.495,2.719,5.9919,28.25,78.64999,131.875,5.8325
05/01/2005,1.3262,104.085,1.88305,1.30589,1.1682,1.22595,1046.4,11.3545,43.53,2.7145,5.96,28.2,78.59999,132.375,5.935
06/01/2005,1.3171,105.07,1.87505,1.31485,1.17475,1.23615,1058.5,11.38075,43.875,2.7218,5.955,28.2,78.67499,131.875,6.1276
07/01/2005,1.3054,104.795,1.8699,1.32228,1.18485,1.2313,1053.5,11.2705,43.75,2.712,5.955,28.29999,78.5,132.375,6.105
10/01/2005,1.3084,104.2,1.87615,1.31651,1.18185,1.22255,1053.5,11.252,43.89,2.7033,5.93,28.2,78.04999,131.875,6.0045
11/01/2005,1.31135,103.365,1.87835,1.31104,1.18275,1.21825,1045.5,11.218,43.72499,2.7213,5.9175,28.25,78.14999,132,5.96625
12/01/2005,1.3265,102.425,1.89145,1.30233,1.16725,1.20055,1042.5,11.17,43.56,2.705,5.9175,28.25,78.09999,131.85,5.955
13/01/2005,1.32185,102.415,1.88245,1.3051,1.1721,1.20235,1036.5,11.215,43.50499,2.704,5.91,28.32999,77.79999,131.875,6.042
14/01/2005,1.31055,102.035,1.87055,1.31844,1.1805,1.21545,1043.5,11.2175,43.605,2.7015,5.9,28.29999,77.75,131.875,6.04
17/01/2005,1.30645,102.075,1.8599,1.31838,1.18355,1.21735,1036.5,11.228,43.59999,2.6998,5.885,28.29999,78,131.875,6.0401
18/01/2005,1.3027,102.29,1.86695,1.32005,1.18545,1.22385,1035.9,11.249,43.68999,2.718,5.8716,28.34999,78.04999,131.875,6.0925
19/01/2005,1.3001,102.82,1.871,1.3204,1.1867,1.22765,1031.5,11.222,43.64999,2.7098,5.8716,28.25,78.03999,132.57,6.0576
20/01/2005,1.2968,103.31,1.87165,1.31748,1.1895,1.23305,1032.5,11.29,43.73,2.717,5.8716,28.34999,77.64999,131.875,6.0651
21/01/2005,1.305,102.715,1.87855,1.29755,1.1848,1.22125,1038.5,11.2415,43.66499,2.68675,5.8716,28.34999,77.45999,132,5.975
24/01/2005,1.3056,102.61,1.88075,1.2992,1.1838,1.2245,1032.5,11.24475,43.69499,2.6805,5.85575,28.64999,77.45,131.75,5.9476
25/01/2005,1.29745,104.075,1.86415,1.30865,1.1932,1.23575,1031.5,11.298,43.70999,2.6815,5.84975,28.59999,77.2,132.6,5.9726
26/01/2005,1.3084,103.015,1.88345,1.28928,1.18345,1.23325,1031.7,11.2575,43.7,2.66375,5.84395,28.5,77.2,132.7,5.9395
27/01/2005,1.3035,103.17,1.88805,1.28922,1.18505,1.2384,1028.5,11.286,43.715,2.67,5.83675,28.7,76.7,131.75,5.93875
28/01/2005,1.3044,103.36,1.88805,1.29218,1.1858,1.23945,1024.5,11.248,43.67999,2.645,5.83675,28.34999,76.84999,132,5.965
31/01/2005,1.30335,103.67,1.8834,1.28989,1.18905,1.24055,1026.5,11.195,43.64499,2.6088,5.82605,28.54999,77.2,132.25,5.99
01/02/2005,1.3042,103.72,1.8837,1.29222,1.1906,1.2357,1028.5,11.17,43.65999,2.608,5.82325,28.45,77.2,132.75,6.0226
02/02/2005,1.3036,103.665,1.8853,1.29153,1.19165,1.23765,1027.85,11.142,43.33499,2.6025,5.815,28.5,77.14999,132.35,6.025
03/02/2005,1.2973,104.46,1.88225,1.30046,1.20215,1.24105,1025.5,11.161,43.31499,2.6018,5.81125,28.59999,77.2,132.4,6.12625
04/02/2005,1.2872,104.1,1.87565,1.29723,1.2108,1.2479,1023.5,11.15,43.37,2.6035,5.81545,28.64999,77.09999,132.5,6.171
07/02/2005,1.2759,104.87,1.8571,1.30071,1.22395,1.2553,1029.5,11.18,43.43999,2.61225,5.815,28.54999,77.14999,133,6.225
08/02/2005,1.27685,105.765,1.85475,1.30398,1.2211,1.2466,1036.5,11.20575,43.67,2.6315,5.81565,28.7,77.87,132.5,6.269
09/02/2005,1.2805,105.645,1.85895,1.30064,1.2164,1.24995,1038.5,11.159,43.625,2.6025,5.81175,28.64999,78,132.85,6.225
10/02/2005,1.2876,105.855,1.869,1.2787,1.20795,1.24165,1038.5,11.156,43.75999,2.6178,5.81175,28.59999,77.7,132.5,6.125
11/02/2005,1.28655,105.705,1.8673,1.27252,1.2108,1.23705,1033.5,11.147,43.78,2.6025,5.81175,28.59999,77.09999,132.5,6.0925
14/02/2005,1.2963,105.165,1.88815,1.2686,1.199,1.23395,1025.5,11.1555,43.7,2.569,5.805,28.52924,77.09999,131.5,6.026
15/02/2005,1.30205,104.4,1.8969,1.26905,1.1907,1.23065,1024.5,11.16695,43.77499,2.58375,5.81,28.50424,76.75,131.5,5.952
16/02/2005,1.30315,105.4,1.88515,1.27504,1.1873,1.23675,1027.5,11.153,43.69499,2.586,5.82,28.7,76.45,132.85,5.973
17/02/2005,1.30705,105.515,1.89485,1.26776,1.1841,1.22845,1025.5,11.09,43.67499,2.56325,5.80875,28.64999,76.79999,132.9,5.93255
18/02/2005,1.30715,105.635,1.8946,1.2688,1.183,1.2321,1026.5,11.075,43.78499,2.5765,5.80875,28.7,76.39999,131.75,5.9171
21/02/2005,1.3063,105.595,1.8964,1.26548,1.1825,1.2337,1023.5,11.074,43.76999,2.5845,5.80215,28.75,76.59999,133,5.93175
22/02/2005,1.32515,104.06,1.91075,1.25938,1.15885,1.22455,1005.5,11.07875,43.68999,2.599,5.80125,28.7,76.84999,133.1,5.785
23/02/2005,1.3213,104.85,1.90895,1.27011,1.16355,1.24155,1003.5,11.0895,43.64499,2.5955,5.80035,28.64999,76.75,133.5,5.8
24/02/2005,1.32025,105.33,1.9102,1.2705,1.169,1.239,1007.5,11.12325,43.62,2.636,5.80025,28.7,75.90999,132,5.82
25/02/2005,1.32435,105.23,1.91875,1.26965,1.1625,1.23855,1008.5,11.10025,43.64499,2.61725,5.80025,28.7,75.75,131.5,5.7976
28/02/2005,1.32375,104.575,1.9224,1.2622,1.1613,1.23335,1004.5,11.098,43.63499,2.5895,5.80125,28.7,76.04999,131.75,5.8113
01/03/2005,1.31855,104.445,1.9207,1.27316,1.16585,1.24045,1004.5,11.111,43.64999,2.6295,5.81,28.64999,76.39999,131.75,5.8471
02/03/2005,1.3131,104.725,1.91305,1.27799,1.1743,1.23865,1007.5,11.08,43.7,2.6375,5.80625,28.625,76.25,131.5,5.90275
03/03/2005,1.311,105.26,1.90745,1.27756,1.1809,1.24395,1006.5,11.114,43.66499,2.6793,5.80875,28.64999,75.64999,132.9,5.9626
04/03/2005,1.32405,104.735,1.92375,1.26334,1.169,1.23115,1008.5,11.03,43.62999,2.656,5.80875,28.7,75.64999,131.625,5.8263
07/03/2005,1.32095,105.225,1.91375,1.26215,1.1757,1.2295,1004.7,11.025,43.65999,2.6815,5.81,28.59999,75.75,132.125,5.8513
08/03/2005,1.33435,104.685,1.92895,1.25247,1.16175,1.21425,1004.3,10.981,43.605,2.697,5.8025,28.64999,74.7,131.75,5.79625
09/03/2005,1.3388,103.97,1.9243,1.2581,1.1591,1.20585,1001.1,11.01775,43.56,2.7145,5.7965,28.625,74.75,132.05,5.7625
10/03/2005,1.3428,104.045,1.92265,1.26571,1.15325,1.20425,1000.3,11.03035,43.50999,2.7165,5.80375,28.64999,74.7,132,5.825
11/03/2005,1.3454,104,1.92485,1.26024,1.15085,1.20525,997.75,11.057,43.45499,2.7168,5.80375,28.59999,74.64999,133.27,5.8513
14/03/2005,1.3371,104.895,1.9142,1.27089,1.15935,1.20735,1000.8,11.161,43.48,2.7513,5.8025,28.64999,74.64999,132,5.9726
15/03/2005,1.33075,104.515,1.91195,1.2651,1.1651,1.2081,1003.9,11.2285,43.48999,2.7644,5.79875,28.59999,74.575,133.3,6.11
